file,line,quoted_sentence,classification,action_taken
content/hvac-noise/quietest-mini-splits.mdx,246,"| Price (equipment only) | $1,500–$2,000 | $1,000–$1,500 | $900–$1,300 | $2,500–$3,500 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/quietest-mini-splits.mdx,270,"A three-sided barrier (leaving the front open for airflow) made from mass-loaded vinyl (MLV) on a wooden frame can reduce outdoor unit noise by 5–10 dB at the property line. Cost: $200–$600 DIY, $500–$1,500 professional.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/quietest-mini-splits.mdx,339,"answer: ""Yes. Add rubber vibration isolation pads under the outdoor unit ($20–$60), install a compressor sound blanket ($80–$200), build a three-sided sound barrier around the outdoor unit ($200–$600), use night/sleep mode at bedtime, and ensure the condensate drain has a smooth downhill slope with ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/how-to-reduce-hvac-noise.mdx,128,"## Solution 3: Sound Barrier Wall/Fence — $200–$2,000",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/how-to-reduce-hvac-noise.mdx,188,| Acoustic plenum box | Between air handler and trunk | 15–25 dB | $200–$600 | New installations |,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/how-to-reduce-hvac-noise.mdx,211,"**Real-world example:** The Chen family in Atlanta had a 2010 Lennox furnace with a single-speed blower producing 54 dB at the supply register in their master bedroom, directly above the utility room. An HVAC contractor lined 12 feet of the supply trunk with 2"" fiberglass duct liner and added a 3-fo",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/how-to-reduce-hvac-noise.mdx,286,"| 5 ft | 15 ft | 10 dB | $500–$1,200 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/how-to-reduce-hvac-noise.mdx,434,"- A sound barrier wall ($200–$2,000) provides the largest single reduction for outdoor noise: 5–15 dB",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/how-to-reduce-hvac-noise.mdx,473,"answer: ""If your system is less than 8 years old and otherwise working well, no — soundproofing solutions ($400–$2,000) are far more cost-effective. If your system is 12+ years old, replacing it with a variable-speed model gives you noise reduction plus 30–50% energy savings. The combined benefit of",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-noise/hvac-noise-levels-explained.mdx,385,"answer: ""Costs range from nearly free (repositioning the outdoor unit during installation) to $200–$500 for vibration pads, a sound blanket, and duct sealing. A sound barrier wall runs $500–$2,000 depending on materials. Full duct lining and renovation might cost $2,000–$5,000. Replacing the entire ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/how-many-watts-in-12v-battery.mdx,231,"| Off-grid solar | LiFePO4 | 200+ Ah | 2,560+ Wh | $600-$1,600 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/how-many-watts-in-12v-battery.mdx,232,"| Marine deep cycle | AGM or LiFePO4 | 100-150 Ah | 1,200-1,920 Wh | $150-$600 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/how-many-watts-in-12v-battery.mdx,245,"| Victron Smart 200Ah | LiFePO4 | 200Ah / 2,560Wh | $1,200-$1,500 | $0.47-$0.59 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/how-many-watts-in-12v-battery.mdx,246,"| SOK 206Ah Server Rack | LiFePO4 | 206Ah / 2,637Wh | $600-$750 | $0.23-$0.28 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/how-many-watts-in-12v-battery.mdx,247,"| EcoFlow Delta 2 Max | Li-ion (portable) | 160Ah equiv / 2,048Wh | $1,600-$2,000 | $0.78-$0.98 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,29,"The average cost of a residential solar panel system in the U.S. is **$2.60–$3.50 per watt** before incentives in 2026, which translates to **$16,900–$22,750 for a standard 6.5 kW system**. After the 30% federal tax credit, that drops to **$11,830–$15,925**. However, prices vary by as much as 40% be",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,45,"| Average cost after federal credit | $16,933 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,68,"| New York | $3.15 | $25,200 | $17,640 | NY-Sun incentive, state tax credit (25%), net metering | 22.0 | 6.0 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,79,"| New Mexico | $2.60 | $20,800 | $14,560 | Solar market development tax credit | 14.0 | 8.0 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,81,"| South Carolina | $2.65 | $21,200 | $14,840 | State tax credit (25%), net metering | 13.5 | 7.5 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,85,"| Hawaii | $3.00 | $24,000 | $16,800 | State tax credit (35%), high electric rates | 38.0 | 4.5 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,119,"| Louisiana | $2.55 | $20,400 | $14,280 | State tax credit phased out | 11.5 | 11.5 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,147,"Permitting costs range from $200 (streamlined online permits in Arizona, California) to $2,000+ (multi-department reviews in some northeastern jurisdictions). Some states have adopted SolarAPP+ (an automated online permitting platform) which speeds approvals and reduces costs.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,170,"| New Jersey | $150–$200 (TRECs) | $1,500–$2,000 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,173,| Maryland | $60–$80 | $600–$800 |,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,175,"| Illinois | Performance-based | $1,000–$2,000 (upfront) |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,177,### State Tax Credits,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,179,| State | Tax Credit | Max Amount |,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,188,"**Real example: New York homeowner.** 8 kW system at $3.15/W = $25,200. Federal ITC (30%) = -$7,560. NY state tax credit (25%, max $5,000) = -$5,000. NY-Sun incentive = -$1,600. **Net cost: $11,040.** At $22 ¢/kWh, annual savings of ~$2,100. **Payback: 5.3 years.** This makes New York one of the bes",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,207,"Texas's competitive installer market and lack of permitting complexity keeps costs down, though the absence of state incentives means you're relying entirely on the federal credit.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,214,"- **SMART program income:** ~$1,200/year for 10 years",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,273,"**Stack every available 2026 incentive.** The federal residential Section 25D ITC (30% of total system cost, no cap) **expired for property placed in service after Dec 31, 2025** under the OBBBA (PL 119-21, signed July 4, 2025). 25D allows carryforward of an unused pre-2026 credit to future tax year",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,281,"- **Federal 25D residential solar credit (30%) EXPIRED Dec 31, 2025** under the OBBBA — for 2024/2025 installs that previously saved $5,600–$8,400 on a typical system, carryforward of unused credit to future tax years is allowed (unlike 25C). For 2026 installs, state/utility incentives + SRECs are t",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,290,"answer: ""The national average is $2.95 per watt before incentives, or about $23,600 for an 8 kW system. After the 30% federal tax credit, the average drops to $16,520. With additional state incentives, many homeowners pay $10,000–$17,000 out of pocket. Costs range from $2.40/W in Arizona to $3.20/W ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,297,"question: ""Is the 30% solar tax credit still available in 2026?"",",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,298,"answer: ""Yes. The Inflation Reduction Act extended the 30% Investment Tax Credit through 2032. It will step down to 26% in 2033 and 22% in 2034. The credit applies to the total installed cost of solar panels and battery storage, including equipment, labor, permitting, and related electrical work. Th",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,302,"answer: ""State incentives vary widely. Common ones include state tax credits (NY: 25%, SC: 25%, HI: 35%), SREC programs (D.C., NJ, MA, PA, MD, OH), utility rebates, property tax exemptions, and sales tax exemptions. Check the DSIRE database (dsireusa.org) for current incentives in your state. Some i",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-cost-by-state.mdx,318,"answer: ""Buying (with cash or a solar loan) provides the best long-term value because you own the system and keep all electricity savings. (The federal 25D residential solar tax credit — 30% of total cost, no cap — that previously favored ownership expired Dec 31, 2025 under the OBBBA; carryforward ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,28,"A home battery backup system stores 10–20 kWh of electricity and delivers 5–11.5 kW of continuous power, enough to run your essential circuits (refrigerator, lights, Wi-Fi, medical devices, and select HVAC equipment) for 8–24 hours during a grid outage. In 2026, the most popular residential batterie",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,42,"The 30% federal residential Section 25D tax credit was extended through 2032 by the IRA and (under the IRA) applied to standalone batteries — they didn't need to be paired with solar to qualify. **The 25D credit expired for property placed in service after Dec 31, 2025** under the OBBBA (PL 119-21, ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,58,"**Prices shown are typical installed costs** including battery, gateway/transfer switch, electrical work, permitting, and labor. Your actual cost may vary by $1,000–$3,000 depending on your location, electrical panel condition, and installer. All prices are before the 30% federal tax credit.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,198,"- **Federal tax credit (30%):** -$4,200",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,207,"- **Federal tax credit:** -$9,000",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,213,"Under NEM 3.0, storing solar energy in a battery and discharging during peak hours (4–9 PM at $0.40–$0.55/kWh) instead of exporting at $0.05–$0.08/kWh generates $600–$1,200 in additional annual value compared to a solar-only system.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,234,"- **Federal tax credit:** -$17,400–$21,600",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,254,"Your electrical panel must have space for a battery gateway or transfer switch. Homes with older 100A or 150A panels may need a panel upgrade ($2,000–$4,000), which can be rolled into the total cost and covered by the tax credit.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,274,| Federal tax credit | 30% ITC eligible | Not eligible |,EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/battery-backup/home-battery-backup-guide.mdx,285,"**Solar integration:** Already have Enphase microinverters → Enphase IQ 5P for seamless integration. New solar + battery → Tesla Powerwall 3 (built-in inverter saves $2,000–$3,000).",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,296,- **The 30% federal tax credit** now applies to standalone batteries (no solar required) through 2032,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,310,"answer: ""A Tesla Powerwall 3 costs $12,500–$15,500 fully installed, including the battery, Gateway, electrical work, and permitting. After the 30% federal tax credit, your net cost is $8,750–$10,850. Adding a second Powerwall costs approximately $8,000–$10,000 incremental (labor is already done). Te",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,317,"question: ""Do home batteries qualify for the federal tax credit?"",",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,318,"answer: ""Through Dec 31, 2025, yes — the Inflation Reduction Act extended the 30% federal residential Section 25D Investment Tax Credit to standalone battery storage systems with at least 3 kWh capacity, applying to total installed cost including battery, gateway, electrical work, and labor. **The 2",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,334,"answer: ""Yes. A standalone battery charges from the grid during off-peak hours and discharges during peak hours (time-of-use arbitrage) or during outages. The 30% federal tax credit applies to standalone batteries. However, pairing with solar significantly improves ROI by eliminating grid charging c",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/home-battery-backup-guide.mdx,353,"{ title: ""Inflation Reduction Act — Energy Storage Tax Credit"", url: ""https://www.energy.gov/eere/solar/federal-solar-tax-credits-businesses"" }",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,30,"The average U.S. home needs **17 to 25 solar panels** to cover 100% of its electricity use — that's a 6.5 to 10 kW system costing $13,000 to $25,000 installed. (The 30% federal residential Section 25D ITC that previously offset $3,900–$7,500 of that cost expired Dec 31, 2025 under the OBBBA; carryfo",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,133,"- **Estimated cost:** $16,400–$19,700 before 30% tax credit",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,150,"New York's lower sun hours and higher installation costs make the system more expensive, but NY also offers state-level incentives (NY-Sun program) that can further reduce out-of-pocket costs by $2,000–$5,000.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,178,"Even in cloudy Seattle, solar makes financial sense thanks to Washington's favorable net metering policies and no state income tax to complicate the federal credit.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,245,"| Electrical (wiring, disconnects, panel upgrade) | $800–$2,000 | 5–10% |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,249,"| Overhead, margin, soft costs | $2,000–$5,000 | 15–25% |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,252,### Federal Investment Tax Credit (ITC),OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,254,"The Inflation Reduction Act extended the federal residential Section 25D solar tax credit (30% of total installed cost, no cap) through 2032; it applied to the total installed cost including battery storage if installed simultaneously. **The 25D credit expired for property placed in service after De",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/battery-backup/solar-panel-calculator.mdx,257,"**Pre-2026 25D was a tax credit, not a rebate** — you needed $6,000+ in federal tax liability to claim the full credit on a $20,000 system. **25D allows carryforward** of an unused pre-2026 credit to future tax years (unlike 25C). For 2026 solar installs, state and utility incentives are the active ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,270,"| Boston, MA | $18,200 | $2,000 | 9.1 years | $31,800 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,292,- **The 30% federal tax credit** remains available through 2032 under the IRA,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,319,"question: ""What is the 30% solar tax credit and how does it work?"",",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,320,"answer: ""Through Dec 31, 2025, the federal residential Section 25D Investment Tax Credit allowed homeowners to deduct 30% of total solar installation cost from federal income taxes (panels, inverters, batteries, labor, permitting). For a 2025 $20,000 install, the credit was $6,000. **The 25D credit ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,328,"answer: ""For most homes, 400–420W panels offer the best balance of cost and efficiency. Premium 440W+ panels make sense only if you have limited roof space and need maximum output per panel. The cost premium for 440W panels is typically $0.30–$0.50/W higher, which can add $2,000–$4,000 to a system w",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,336,"answer: ""For most homeowners, yes. The 30% federal tax credit is still available, panel costs have dropped 70% in the last decade, and electricity rates continue rising 2–4% annually. The average solar system pays for itself in 7–10 years and generates $20,000–$40,000+ in lifetime savings. The best ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/battery-backup/solar-panel-calculator.mdx,346,"{ title: ""Inflation Reduction Act — Solar Tax Credit"", url: ""https://www.energy.gov/eere/solar/federal-solar-tax-credits-businesses"" },",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/carrier-hvac-age-serial-number.mdx,288,"**R-22 identification:** Mike's Carrier AC was low on refrigerant. Serial number: 3206B55555 = week 32, 2006. A 2006 manufacture date confirmed R-22 refrigerant. The tech quoted $600 for a 4-lb recharge. Mike decided to replace the system instead of paying increasingly expensive R-22 costs.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/goodman-ac-age-serial-number.mdx,206,| 6–10 years | Good | Under $600 | Repair |,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/goodman-ac-age-serial-number.mdx,207,| 6–10 years | Poor (multiple issues) | Over $600 | Evaluate replacement |,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/goodman-ac-age-serial-number.mdx,220,"| 1504xxx | 11 years | $600 coil leak | $6,600 | **Replace** |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/goodman-ac-age-serial-number.mdx,235,"**R-22 identification:** The Williamses called a tech because their AC was blowing warm air. Serial: 0709123456 = September 2007. The tech found a refrigerant leak and explained the system used R-22 at $100/lb. Instead of spending $600+ on a recharge that might leak again, they replaced the 19-year-",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/hvac-serial-number-decoder.mdx,328,"**Repair decision:** Maria's Carrier was leaking refrigerant. Tech quoted $1,200 to fix. Serial number 1209C99999 decoded to week 12, 2009 — the system was 17 years old. She replaced instead of repairing.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/hvac-system-lifespan.mdx,133,| 5-10 | Condenser fan motor | $250-$600 | No -- repair |,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/hvac-system-lifespan.mdx,135,"| 10-14 | Refrigerant leak (coil) | $500-$2,000 | Yes if 12+ years |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/hvac-system-lifespan.mdx,174,"| New capacitor | 8 years | $250 | $2,000 | **Repair** |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/hvac-system-lifespan.mdx,176,"| Evaporator coil | 10 years | $1,200 | $12,000 | **Replace** |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,58,Tonnage is the primary driver of equipment cost. Each half-ton increase adds $300–$600 to the equipment price and $100–$300 to labor.,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,62,"| 1.5 ton | 600–1,000 sq ft | $1,200–$2,800 | $2,000–$3,000 | $3,200–$5,800 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,63,"| 2.0 ton | 1,000–1,500 sq ft | $1,400–$3,200 | $2,000–$3,200 | $3,400–$6,400 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,66,"| 3.5 ton | 1,800–2,500 sq ft | $2,000–$4,600 | $2,600–$4,000 | $4,600–$8,600 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,82,"| Mid-efficiency | 17 | $5,500–$7,500 | $600 | $6,000 | $11,500–$13,500 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,89,"The sweet spot is 16–18 SEER2 for most climates. You'll save $100–$150/year over minimum efficiency, and the extra $1,000–$2,000 in equipment cost pays for itself in 7–10 years. Ultra-high SEER2 (24+) makes financial sense only if you cool 6+ months per year or your electricity rate exceeds $0.20/kW",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,113,"| Duct sealing | $500–$2,000 | Leaky existing ducts |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,118,"| Asbestos duct removal | $2,000–$6,000 | Pre-1980 homes with asbestos |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,120,"| Whole-house dehumidifier | $1,200–$2,500 | Humid climates |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,121,| UV light | $200–$600 | Indoor air quality improvement |,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,134,"**Example 3 — Premium install in Houston:** The Kumars chose a Trane XV20i (20 SEER2, variable-speed) for their 2,400 sq ft home because they wanted maximum comfort in Texas heat. Equipment: $6,200. Indoor coil: $1,200. Labor: $3,800. ComfortLink thermostat: $380. Duct sealing: $800. Permit: $150. *",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,138,"**Example 4 — First-time install in Massachusetts:** The Obriens added central air to a 1950s cape cod with hot water radiators and no ductwork. Equipment (2.5-ton Carrier Performance): $2,600. Air handler: $1,400. Full duct system: $6,200. Labor: $4,100. Thermostat: $250. Electrical: $600. Permit: ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,147,"| Get 3+ quotes | $500–$2,000 | Prices vary 30–50% between contractors |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,149,"| Federal 25C tax credits | EXPIRED Dec 31, 2025 (OBBBA) | Was up to $2,000 for qualifying heat pumps; replaced by IRA HEAR (up to $8,000, income-qualified) and HOMES for 2026 installs |",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/hvac-brands/central-ac-cost-to-install.mdx,153,"| Skip unnecessary upgrades | $500–$2,000 | UV lights and humidifiers are nice-to-haves |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,159,### Federal Tax Credits in 2026 (Section 25C — EXPIRED),OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,161,"The federal Section 25C Energy Efficient Home Improvement Credit (Inflation Reduction Act) **expired for property placed in service after Dec 31, 2025** under the OBBBA (PL 119-21, signed July 4, 2025). Pre-expiration coverage (historical reference / for amended-return claims on 2024–2025 installs):",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/hvac-brands/central-ac-cost-to-install.mdx,163,"- **Heat pumps** meeting CEE Tier requirements: was up to **$2,000** 25C tax credit (now $0 for 2026 installs)",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/hvac-brands/central-ac-cost-to-install.mdx,164,- **Central AC** units meeting efficiency thresholds: was up to **$600** 25C tax credit (now $0 for 2026 installs),EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/hvac-brands/central-ac-cost-to-install.mdx,165,- **Electrical panel upgrades** needed for installation: was up to **$600** 25C credit (now $0 for 2026 installs),EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/hvac-brands/central-ac-cost-to-install.mdx,166,"- The annual-reset feature of 25C is moot for 2026+ installs since the credit no longer exists. 25C does NOT allow carryforward — for 2024/2025 installs that didn't claim the credit at the time, an amended return (IRS Form 1040-X) may still recapture it.",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/hvac-brands/central-ac-cost-to-install.mdx,230,"- The federal 25C credit (up to $600 for AC and $2,000 for qualifying heat pumps) **expired for installs after Dec 31, 2025** (OBBBA); for 2026 installs, claim state/utility rebates plus IRA HEAR (income-qualified, up to $8,000) or HOMES (performance-based)",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,272,"A central AC cools only. A heat pump cools and heats using the same refrigeration cycle in reverse. In cooling mode, they're identical. The cost difference is $1,000–$2,500 more for a heat pump, but the federal tax credit for heat pumps ($2,000 vs. $600 for AC) can offset most of that premium. If yo",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-cost-to-install.mdx,279,- [IRS Section 25C Credits](https://www.irs.gov/credits-deductions/energy-efficient-home-improvement-credit) — Federal tax credit details,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-vs-mini-split-vs-window.mdx,38,"| **Whole-home cooling cost** | $4,000–$12,000 | $5,000–$15,000 (4 zones) | $600–$2,800 (4 units) |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-vs-mini-split-vs-window.mdx,61,"| 3-bedroom home (1,800 sq ft) | $5,000–$8,500 | $5,000–$10,000 (3–4 zones) | $800–$2,000 (4 units) |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-vs-mini-split-vs-window.mdx,62,"| 4-bedroom home (2,500 sq ft) | $6,500–$11,000 | $8,000–$15,000 (4–5 zones) | $1,200–$3,000 (5–6 units) |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-vs-mini-split-vs-window.mdx,63,"| Home with no existing ducts | $10,000–$18,000 | $5,000–$10,000 (3–4 zones) | $800–$2,000 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/hvac-brands/central-ac-vs-mini-split-vs-window.mdx,82,"| Window AC (4 units, 1 replacement cycle) | $1,200 + $1,200 | $7,560 | $0 | $9,960 |",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
